matches_gk,starts_gk,minutes_gk,nineties_gk,goals_ag,sot_ag,saves,gk_won,gk_drew,gk_lost,cs,pk_att_ag,pk_scored_ag,pk_saved,pk_missed_ag,season,comp,id
6,6,540,6.0,9,28,21,2,1,3,0,0,0,0,0,18,CL,79b0d6a0
12,12,1080,12.0,19,63,46,6,2,4,5,0,0,0,0,18,CL,7a2e46a8
8,8,720,8.0,10,27,17,5,0,3,4,0,0,0,0,18,CL,7b456af7
6,6,540,6.0,3,27,24,4,1,1,4,0,0,0,0,18,CL,7ba6d84e
11,11,990,11.0,12,42,30,7,2,2,3,0,0,0,0,18,CL,7d3e7da6
3,3,270,3.0,9,22,13,0,0,3,0,1,1,0,0,18,CL,834b5c4c
1,1,90,1.0,0,1,1,1,0,0,1,0,0,0,0,18,CL,8778c910
7,7,630,7.0,8,33,25,4,2,1,1,3,2,0,1,18,CL,8f62b6ee
2,2,180,2.0,2,10,9,0,1,1,1,0,0,0,0,18,CL,8f8c6934
5,5,450,5.0,12,24,12,2,1,2,0,1,1,0,0,18,CL,903b6e8b
5,4,382,4.2,11,25,14,1,1,2,0,1,1,0,0,18,CL,972d595a
6,6,540,6.0,13,36,23,0,2,4,0,0,0,0,0,18,CL,9d12e142
6,6,540,6.0,9,32,24,3,2,1,1,0,0,0,0,18,CL,af245161
6,6,540,6.0,18,39,23,1,0,5,1,1,1,0,0,18,CL,b15780e3
3,3,270,3.0,9,17,8,0,1,2,0,0,0,0,0,18,CL,b7e7937d
6,6,540,6.0,16,47,30,0,3,3,0,2,1,1,0,18,CL,bc1f61c9
6,6,540,6.0,11,27,16,2,1,3,0,1,1,0,0,18,CL,bcb2ccd8
3,3,270,3.0,5,13,8,0,0,3,0,2,1,1,0,18,CL,bcf5058a
5,5,450,5.0,10,33,24,0,1,4,1,0,0,0,0,18,CL,c8a88acd
3,3,270,3.0,10,26,16,0,1,2,0,0,0,0,0,18,CL,d7ffd345
6,6,540,6.0,11,29,17,2,0,4,1,1,0,1,0,18,CL,e358587b
9,9,810,9.0,11,33,23,4,3,2,2,0,0,0,0,18,CL,e40d028b
11,11,990,11.0,13,44,32,8,2,1,2,0,0,0,0,18,CL,ecada4fc
6,6,540,6.0,4,17,14,1,4,1,3,0,0,0,0,18,CL,ee8508c0
1,1,90,1.0,5,8,3,0,0,1,0,1,1,0,0,18,CL,f619413f
3,3,270,3.0,7,10,4,0,1,2,0,2,2,0,0,18,CL,f6db3bd5
5,5,450,5.0,13,24,11,0,0,5,0,0,0,0,0,18,CL,ffc1c226
10,10,900,10.0,9,31,22,5,1,4,5,2,1,1,0,19,CL,01b8a2b2
6,6,540,6.0,11,35,24,2,1,3,1,0,0,0,0,19,CL,03df04ff
1,1,90,1.0,1,7,6,0,1,0,0,0,0,0,0,19,CL,04ac8285
1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,19,CL,099b9c78
2,2,180,2.0,2,8,6,1,1,0,0,0,0,0,0,19,CL,0e61c46b
5,5,450,5.0,8,28,20,3,0,2,2,0,0,0,0,19,CL,1840e36d
2,1,99,1.1,3,6,3,0,0,1,0,0,0,0,0,19,CL,1bebde9d
10,10,930,10.3,15,37,21,6,1,3,1,5,3,1,1,19,CL,1ddbb0da
1,1,90,1.0,2,3,2,0,0,1,0,0,0,0,0,19,CL,1e26e376
6,6,540,6.0,14,30,15,2,1,3,2,3,2,1,0,19,CL,1e43fad8
1,1,90,1.0,0,0,0,1,0,0,1,0,0,0,0,19,CL,2e7ff968
3,3,270,3.0,6,15,9,1,1,1,0,1,1,0,0,19,CL,2f965a72
2,2,180,2.0,3,6,3,1,0,1,0,0,0,0,0,19,CL,30223b33
6,6,540,6.0,16,36,20,1,3,2,0,2,2,0,0,19,CL,34c3b935
1,1,90,1.0,1,5,4,0,1,0,0,0,0,0,0,19,CL,34e38ddf
10,10,900,10.0,12,33,21,7,1,2,3,3,3,0,0,19,CL,3bb7b8b4
3,3,270,3.0,0,11,11,1,2,0,3,0,0,0,0,19,CL,3f65d5ce
5,5,449,5.0,6,27,20,2,1,2,1,1,0,1,0,19,CL,42ec696a
6,6,540,6.0,14,43,29,0,3,3,0,0,0,0,0,19,CL,47064058
3,3,270,3.0,5,11,6,0,1,2,0,0,0,0,0,19,CL,4a6914ff
1,0,56,0.6,3,4,1,0,0,0,0,0,0,0,0,19,CL,4d3e9033
6,6,540,6.0,17,56,38,1,1,4,2,2,1,1,0,19,CL,5e8936be
1,1,90,1.0,1,4,3,1,0,0,0,0,0,0,0,19,CL,63d17038
1,1,90,1.0,3,12,9,0,0,1,0,0,0,0,0,19,CL,6bd05d38
11,11,990,11.0,9,35,26,8,2,1,6,0,0,0,0,19,CL,6f51e382
6,6,540,6.0,7,39,32,2,2,2,0,0,0,0,0,19,CL,74419746
13,13,1170,13.0,12,56,45,8,1,4,6,0,0,0,0,19,CL,7a2e46a8
9,9,810,9.0,9,31,23,4,1,4,3,0,0,0,0,19,CL,7ba6d84e
6,6,540,6.0,5,20,15,2,3,1,2,0,0,0,0,19,CL,82b1198a
8,8,720,8.0,8,30,22,4,3,1,4,1,1,0,0,19,CL,8778c910
11,11,978,10.9,15,45,29,5,2,4,4,2,1,1,0,19,CL,8f62b6ee
7,7,630,7.0,6,22,16,3,1,3,4,0,0,0,0,19,CL,9d12e142
6,6,540,6.0,8,24,17,1,1,4,2,1,1,0,0,19,CL,a2abe631
6,6,540,6.0,12,33,21,1,0,5,1,2,2,0,0,19,CL,a3b0ed18
5,5,450,5.0,5,24,19,1,2,2,1,3,3,0,0,19,CL,a9dc785c
2,2,180,2.0,0,2,2,1,1,0,2,0,0,0,0,19,CL,afb0c500
5,5,405,4.5,10,18,8,0,0,5,0,1,1,0,0,19,CL,b7e7937d
6,6,540,6.0,13,40,27,0,0,6,0,2,2,0,0,19,CL,c2e41cfb
1,1,90,1.0,1,5,4,1,0,0,0,0,0,0,0,19,CL,c9cb972b
6,6,540,6.0,13,50,37,0,2,4,0,0,0,0,0,19,CL,cc1a0c57
2,2,180,2.0,7,20,13,0,1,1,0,1,1,0,0,19,CL,cd1b2304
5,5,450,5.0,6,13,7,3,1,1,1,3,3,0,0,19,CL,e40d028b
6,6,570,6.3,9,38,29,3,0,3,2,1,1,0,0,19,CL,e7ee38c3
12,12,1080,12.0,13,53,40,6,4,2,4,1,1,0,0,19,CL,e9c0c1b2
3,3,270,3.0,2,9,7,2,0,1,1,0,0,0,0,19,CL,ecada4fc
8,8,720,8.0,9,19,10,5,1,2,4,2,1,0,1,19,CL,ee8508c0
8,8,664,7.4,13,48,35,1,6,1,1,1,1,0,0,19,CL,f00de885
4,4,360,4.0,9,23,14,2,0,2,0,1,1,0,0,19,CL,f4eb377b
1,0,45,0.5,3,5,2,0,0,0,0,1,0,0,1,19,CL,f6db3bd5
4,4,360,4.0,10,22,12,0,0,4,0,1,1,0,0,19,CL,f7b10c66
7,7,630,7.0,6,22,16,5,1,1,2,1,1,0,0,20,CL,01b8a2b2
6,6,540,6.0,11,28,18,2,1,3,1,1,1,0,0,20,CL,03df04ff
6,6,540,6.0,11,32,21,2,2,2,1,3,2,0,1,20,CL,04ac8285
2,1,125,1.4,2,3,1,1,0,0,0,0,0,0,0,20,CL,10072610
6,6,540,6.0,10,35,26,0,2,4,1,0,0,0,0,20,CL,179d2851
7,7,585,6.5,11,31,20,2,2,3,2,1,1,0,0,20,CL,1840e36d
4,4,302,3.4,9,18,9,1,0,3,0,0,0,0,0,20,CL,27d902c8
6,6,540,6.0,9,20,12,3,2,1,1,1,0,1,0,20,CL,28d596a0
2,1,135,1.5,1,3,2,1,0,0,0,0,0,0,0,20,CL,2f965a72
4,4,360,4.0,7,24,18,1,0,3,1,1,1,0,0,20,CL,2fabebc0
6,6,540,6.0,13,33,19,1,3,2,0,2,1,1,0,20,CL,34c3b935
8,8,675,7.5,7,23,16,5,2,1,2,1,1,0,0,20,CL,3bb7b8b4
1,1,90,1.0,2,6,3,0,0,1,0,2,1,1,0,20,CL,4e034598
6,6,540,6.0,13,35,22,1,2,3,1,2,2,0,0,20,CL,58f077c0
3,2,238,2.6,4,11,7,1,1,0,0,0,0,0,0,20,CL,5c07e176
6,6,540,6.0,20,53,33,1,0,5,0,2,2,0,0,20,CL,5e8936be
3,2,192,2.1,0,3,3,2,0,0,2,0,0,0,0,20,CL,5f0241b2
4,4,360,4.0,5,22,17,3,0,1,2,0,0,0,0,20,CL,63d17038
8,8,720,8.0,13,40,26,4,3,1,2,2,1,1,0,20,CL,6f51e382
6,6,540,6.0,9,30,21,2,1,3,1,1,1,0,0,20,CL,74419746
5,5,450,5.0,4,17,13,3,1,1,1,0,0,0,0,20,CL,7a2e46a8
2,2,180,2.0,4,6,2,0,1,1,0,1,1,0,0,20,CL,82b1198a
1,0,3,4.9,0,1,1,0,0,0,0,0,0,0,0,20,CL,86dd77d1
11,11,990,11.0,8,34,27,11,0,0,6,1,1,0,0,20,CL,8778c910
2,2,180,2.0,2,14,12,1,1,0,0,1,1,0,0,20,CL,8a6ab963
4,4,360,4.0,13,25,12,0,1,3,0,2,2,0,0,20,CL,8f62b6ee
6,6,540,6.0,14,35,21,1,1,4,1,2,1,0,1,20,CL,903b6e8b
6,6,540,6.0,4,19,15,3,3,0,3,2,2,0,0,20,CL,9413b19f
8,8,720,8.0,11,37,25,4,1,3,2,1,0,1,0,20,CL,9d12e142
2,2,180,2.0,7,13,6,0,0,2,0,1,1,0,0,20,CL,a179d516
6,6,540,6.0,14,47,33,0,2,4,1,2,2,0,0,20,CL,a2abe631
5,5,450,5.0,9,36,29,1,0,4,0,0,0,0,0,20,CL,a3b0ed18
1,1,90,1.0,1,8,7,1,0,0,0,0,0,0,0,20,CL,a9dc785c
2,2,180,2.0,5,13,8,1,0,1,0,0,0,0,0,20,CL,ac4003af
6,6,540,6.0,9,28,19,2,0,4,1,0,0,0,0,20,CL,ad3389d5
10,10,873,9.7,12,44,32,6,2,2,3,1,1,0,0,20,CL,bcb2ccd8
5,5,450,5.0,16,36,20,0,1,4,1,0,0,0,0,20,CL,c56ee8f7
2,2,180,2.0,4,7,3,1,0,1,1,0,0,0,0,20,CL,c9cb972b
6,6,540,6.0,12,26,14,0,3,3,1,0,0,0,0,20,CL,d436eb94
1,0,27,0.3,0,2,2,0,0,0,0,0,0,0,0,20,CL,dc29b608
1,1,90,1.0,0,1,1,1,0,0,1,0,0,0,0,20,CL,e40d028b
6,6,540,6.0,6,30,24,3,1,2,3,3,2,0,1,20,CL,e9c0c1b2
9,9,798,8.9,6,26,19,6,1,2,5,1,0,1,0,20,CL,ecada4fc
9,9,840,9.3,9,30,22,5,1,3,4,0,0,0,0,20,CL,ee8508c0
10,10,900,10.0,14,38,24,4,2,4,2,3,3,0,0,20,CL,f00de885
7,7,630,7.0,13,33,20,3,1,3,2,2,1,0,1,20,CL,f0f7f62f
1,0,19,0.2,0,1,1,0,0,0,0,0,0,0,0,20,CL,f5dfc256
3,3,300,3.3,8,16,8,1,0,2,0,1,1,0,0,20,CL,f76e6b4e
1,1,90,1.0,4,5,1,0,0,1,0,2,2,0,0,20,CL,f9e0c603
6,6,521,5.8,14,31,18,0,1,5,0,1,1,0,0,20,CL,fcb38f57
7,7,660,7.3,8,28,20,5,0,2,2,2,2,0,0,21,CL,01b8a2b2
1,1,90,1.0,2,14,12,0,0,1,0,1,1,0,0,21,CL,0880e10b
1,1,90,1.0,4,6,2,0,0,1,0,1,1,0,0,21,CL,14e05913
12,12,1080,12.0,14,39,26,6,3,3,4,0,0,0,0,21,CL,1840e36d
6,6,540,6.0,13,25,13,1,0,5,0,2,2,0,0,21,CL,1d2d5cc8
1,1,90,1.0,2,4,2,0,1,0,0,0,0,0,0,21,CL,1e064bfb
6,6,540,6.0,17,32,16,1,1,4,0,2,2,0,0,21,CL,27d902c8
1,1,90,1.0,1,2,1,0,1,0,0,0,0,0,0,21,CL,28d596a0
6,6,540,6.0,12,30,19,2,1,3,0,2,2,0,0,21,CL,2e7ff968
6,6,540,6.0,13,28,15,0,1,5,0,3,3,0,0,21,CL,2fabebc0
12,12,1080,12.0,3,34,31,9,2,1,9,0,0,0,0,21,CL,33887998
1,1,90,1.0,1,7,6,1,0,0,0,0,0,0,0,21,CL,339fe0e8
1,1,90,1.0,4,6,2,0,0,1,0,1,1,0,0,21,CL,34c3b935
12,12,1080,12.0,5,22,17,10,1,1,7,0,0,0,0,21,CL,3bb7b8b4
1,1,90,1.0,1,3,3,1,0,0,0,0,0,0,0,21,CL,3f65d5ce
6,6,540,6.0,17,36,20,0,1,5,0,3,3,0,0,21,CL,4030c7ae
5,5,450,5.0,8,31,24,2,2,1,3,0,0,0,0,21,CL,41f0b196
8,8,720,8.0,13,35,22,2,2,4,2,0,0,0,0,21,CL,420c18a1
1,1,90,1.0,0,2,2,1,0,0,1,0,0,0,0,21,CL,42130443
2,2,180,2.0,1,10,9,1,1,0,1,1,1,0,0,21,CL,62d7ef38
2,2,180,2.0,4,6,2,0,0,2,0,1,1,0,0,21,CL,63e905bc
5,5,450,5.0,9,25,16,2,1,2,1,3,3,0,0,21,CL,6f51e382
6,6,540,6.0,9,23,15,1,3,2,2,2,2,0,0,21,CL,74419746
2,2,180,2.0,4,8,4,0,0,2,0,0,0,0,0,21,CL,74733221
7,7,630,7.0,5,24,19,4,1,2,5,0,0,0,0,21,CL,7a2e46a8
2,2,180,2.0,3,6,3,2,0,0,0,1,1,0,0,21,CL,7b456af7
5,5,450,5.0,8,21,14,3,0,2,1,0,0,0,0,21,CL,7ba6d84e
9,9,840,9.3,9,38,29,5,1,3,5,2,1,0,1,21,CL,853b7c48
8,8,720,8.0,8,43,35,7,0,1,3,0,0,0,0,21,CL,8778c910
2,2,180,2.0,3,13,10,0,1,1,0,1,1,0,0,21,CL,8b3d765f
6,6,540,6.0,10,34,24,1,0,5,1,3,3,0,0,21,CL,903b6e8b
1,1,90,1.0,0,1,1,1,0,0,1,0,0,0,0,21,CL,93fffbcf
4,4,360,4.0,1,10,9,3,1,0,3,1,1,0,0,21,CL,9d12e142
6,6,540,6.0,10,35,25,0,3,3,1,0,0,0,0,21,CL,a3b0ed18
4,4,360,4.0,9,30,21,0,2,2,0,0,0,0,0,21,CL,a3b952f8
3,3,270,3.0,1,4,3,3,0,0,2,1,1,0,0,21,CL,a9dc785c
5,5,450,5.0,11,32,21,1,2,2,1,2,2,0,0,21,CL,ac4003af
2,2,180,2.0,2,5,3,1,1,0,0,0,0,0,0,21,CL,afb0c500
6,6,540,6.0,18,36,18,1,0,5,0,2,2,0,0,21,CL,b583aef5
8,8,720,8.0,16,37,21,4,0,4,1,4,3,1,0,21,CL,bcb2ccd8
4,4,360,4.0,7,21,14,0,1,3,0,2,2,0,0,21,CL,cecbce23
5,5,450,5.0,9,25,16,1,2,2,1,1,1,0,0,21,CL,d436eb94
4,4,360,4.0,8,30,22,1,1,2,1,3,2,0,1,21,CL,d97b252e
7,7,630,7.0,12,28,17,1,4,2,0,2,2,0,0,21,CL,e358587b
1,1,90,1.0,0,7,7,1,0,0,1,0,0,0,0,21,CL,e40d028b
1,1,90,1.0,2,3,1,0,0,1,0,0,0,0,0,21,CL,e5a76dfe
6,6,540,6.0,7,28,22,2,1,3,0,1,1,0,0,21,CL,e9c0c1b2
4,4,360,4.0,9,21,13,1,0,3,1,1,1,0,0,21,CL,eb2b33aa
12,12,1080,12.0,15,69,53,6,1,5,2,3,3,0,0,21,CL,ecada4fc
8,8,720,8.0,11,24,14,2,3,3,2,2,2,0,0,21,CL,ee8508c0
3,3,270,3.0,1,6,5,2,0,1,2,0,0,0,0,21,CL,f0f7f62f
5,5,450,5.0,6,22,16,2,2,1,2,2,2,0,0,21,CL,f6798fc3
1,1,90,1.0,0,4,4,1,0,0,1,0,0,0,0,21,CL,f76e6b4e
7,7,630,7.0,10,22,13,4,1,2,3,2,2,0,0,22,CL,01b8a2b2
10,10,900,10.0,17,52,35,3,4,3,5,1,0,1,0,22,CL,03df04ff
5,5,450,5.0,6,25,18,3,1,1,2,2,1,1,0,22,CL,08f5afaa
3,3,270,3.0,6,17,11,0,2,1,0,0,0,0,0,22,CL,11c7fa75
1,1,90,1.0,0,3,3,1,0,0,1,0,0,0,0,22,CL,11d8aff0
13,13,1230,13.7,14,72,57,9,0,4,5,1,0,1,0,22,CL,1840e36d
1,1,90,1.0,0,4,4,0,1,0,1,0,0,0,0,22,CL,1e064bfb
1,1,90,1.0,3,7,4,0,1,0,0,0,0,0,0,22,CL,28d596a0
1,1,90,1.0,3,8,5,0,0,1,0,0,0,0,0,22,CL,2edbd8d5
2,2,180,2.0,4,9,5,0,2,0,0,0,0,0,0,22,CL,2fabebc0
9,9,840,9.3,7,16,9,7,0,2,5,1,1,0,0,22,CL,33887998
6,6,540,6.0,6,18,13,5,1,0,2,1,1,0,0,22,CL,3392603d
3,3,265,2.9,2,8,6,0,2,1,1,0,0,0,0,22,CL,34c3b935
11,11,1002,11.1,14,28,15,7,2,2,3,2,2,0,0,22,CL,3bb7b8b4
1,0,18,0.2,0,1,1,0,0,0,1,0,0,0,0,22,CL,3e1550ee
6,6,540,6.0,4,16,12,3,2,1,3,2,2,0,0,22,CL,3f034750
3,3,270,3.0,9,25,17,0,0,3,0,0,0,0,0,22,CL,41f0b196
1,1,90,1.0,2,5,3,0,0,1,0,0,0,0,0,22,CL,42130443
1,1,90,1.0,0,2,2,1,0,0,1,0,0,0,0,22,CL,4c62d0c8
5,5,450,5.0,17,37,20,0,0,5,0,3,3,0,0,22,CL,52b3c895
5,5,450,5.0,8,35,27,2,1,2,1,1,1,0,0,22,CL,55b93ae0
12,12,1080,12.0,16,55,40,5,3,4,3,0,0,0,0,22,CL,625c144a
7,7,630,7.0,13,29,16,3,1,3,2,0,0,0,0,22,CL,65d62814
6,6,540,6.0,9,25,16,2,1,3,3,1,1,0,0,22,CL,6f51e382
1,1,90,1.0,4,7,3,0,0,1,0,1,1,0,0,22,CL,728e9b2e
8,8,720,8.0,7,19,12,4,1,3,3,0,0,0,0,22,CL,74419746
13,13,1170,13.0,14,28,14,10,1,2,4,0,0,0,0,22,CL,7a2e46a8
7,7,630,7.0,9,29,20,3,2,2,1,0,0,0,0,22,CL,7ba6d84e
1,1,90,1.0,1,5,4,0,1,0,0,0,0,0,0,22,CL,7d3e7da6
9,9,810,9.0,6,20,14,7,1,1,4,0,0,0,0,22,CL,8778c910
6,6,540,6.0,11,28,18,1,2,3,2,0,0,0,0,22,CL,93fffbcf
4,4,315,3.5,8,26,17,0,1,3,0,3,2,1,0,22,CL,a04e2dd2
6,6,540,6.0,13,34,21,1,3,2,1,0,0,0,0,22,CL,a111cf41
1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,22,CL,a6de6361
3,2,225,2.5,6,18,12,0,0,2,0,2,2,0,0,22,CL,a9107589
3,3,270,3.0,2,9,7,1,1,1,1,0,0,0,0,22,CL,b056e3da
1,1,90,1.0,2,6,4,0,0,1,0,0,0,0,0,22,CL,b583aef5
4,4,360,4.0,6,17,11,1,0,3,1,1,1,0,0,22,CL,b8798a46
5,5,450,5.0,14,24,11,1,1,3,0,3,2,0,1,22,CL,bcb2ccd8
1,1,90,1.0,2,7,5,0,0,1,0,0,0,0,0,22,CL,c89e8aae
6,6,540,6.0,11,23,12,3,0,3,2,1,0,1,0,22,CL,cd59b9df
6,6,540,6.0,20,47,27,1,1,4,0,3,3,0,0,22,CL,d436eb94
5,5,450,5.0,8,26,18,1,2,2,1,1,1,0,0,22,CL,db401046
1,0,5,0.1,1,2,1,0,0,0,0,0,0,0,0,22,CL,e1d4f20d
1,1,67,0.7,1,4,3,0,1,0,0,0,0,0,0,22,CL,e5a76dfe
2,2,180,2.0,2,4,2,1,0,1,0,1,1,0,0,22,CL,e9c0c1b2
5,5,450,5.0,11,23,13,0,0,5,0,1,1,0,0,22,CL,eb2b33aa
3,3,270,3.0,5,16,11,1,1,1,0,0,0,0,0,22,CL,ecada4fc
10,10,900,10.0,10,36,26,3,3,4,3,2,2,0,0,22,CL,ee8508c0
2,2,180,2.0,4,8,4,0,0,2,0,0,0,0,0,22,CL,f5dfc256
6,6,540,6.0,5,19,14,1,3,2,2,4,2,0,2,22,CL,f6798fc3
3,3,270,3.0,6,15,9,1,0,2,0,0,0,0,0,22,CL,f7b10c66
3,3,270,3.0,7,20,13,0,0,3,0,2,1,1,0,22,CL,fcb38f57
8,8,720,8.0,14,30,16,3,2,3,1,3,3,0,0,22,CL,ff74841d
4,4,360,4.0,9,19,10,1,0,3,0,1,1,0,0,23,CL,01b8a2b2
8,8,720,8.0,8,24,16,6,2,0,2,2,2,0,0,23,CL,03df04ff
8,8,720,8.0,10,35,26,4,2,2,0,1,1,0,0,23,CL,08f5afaa
6,6,540,6.0,6,30,23,5,0,1,3,1,0,1,0,23,CL,1840e36d
2,1,155,1.7,4,8,4,0,0,1,0,1,1,0,0,23,CL,1f994616
6,6,540,6.0,8,20,12,2,0,4,1,0,0,0,0,23,CL,20b9f052
7,7,630,7.0,4,20,16,4,1,2,3,0,0,0,0,23,CL,28d596a0
2,2,180,2.0,2,5,3,1,1,0,0,0,0,0,0,23,CL,3061e1ec
1,1,90,1.0,1,2,1,1,0,0,0,0,0,0,0,23,CL,33887998
6,6,540,6.0,16,37,21,2,0,4,1,2,2,0,0,23,CL,3392603d
1,1,90,1.0,4,9,5,0,0,1,0,0,0,0,0,23,CL,3b0108d6
6,6,540,6.0,2,9,7,4,2,0,4,0,0,0,0,23,CL,3bb7b8b4
1,1,90,1.0,2,5,3,0,0,1,0,0,0,0,0,23,CL,3f034750
6,6,540,6.0,10,38,30,1,3,2,0,0,0,0,0,23,CL,41f0b196
2,2,180,2.0,0,6,6,2,0,0,2,0,0,0,0,23,CL,420c18a1
2,2,180,2.0,3,6,3,0,1,1,1,0,0,0,0,23,CL,4535e4bb
2,2,180,2.0,4,13,9,0,0,2,0,1,1,0,0,23,CL,4c62d0c8
6,6,540,6.0,11,35,25,1,1,4,1,3,3,0,0,23,CL,58f077c0
4,4,360,4.0,9,32,23,0,2,2,1,2,1,1,0,23,CL,62182b1d
5,5,382,4.2,5,21,16,2,1,2,2,1,1,0,0,23,CL,65d62814
6,5,528,5.9,11,31,20,3,1,1,2,2,2,0,0,23,CL,663e080e
5,5,450,5.0,10,22,12,1,1,3,0,0,0,0,0,23,CL,6f51e382
6,6,540,6.0,21,42,22,1,0,5,1,0,0,0,0,23,CL,75c2e240
8,8,720,8.0,12,28,15,5,0,3,3,2,1,1,0,23,CL,7a2e46a8
3,3,270,3.0,2,10,8,3,0,0,2,0,0,0,0,23,CL,7d3e7da6
3,3,270,3.0,0,9,9,3,0,0,3,0,0,0,0,23,CL,8778c910
6,6,540,6.0,6,23,17,3,2,1,2,0,0,0,0,23,CL,8f62b6ee
8,8,720,8.0,8,38,28,4,1,3,4,4,1,3,0,23,CL,93fffbcf
8,8,720,8.0,6,24,18,7,0,1,4,1,1,0,0,23,CL,9413b19f
2,2,180,2.0,0,4,4,1,1,0,2,0,0,0,0,23,CL,ac295d9e
6,6,540,6.0,8,24,15,1,2,3,2,3,2,1,0,23,CL,ad3389d5
5,5,450,5.0,5,25,20,3,0,2,3,1,1,0,0,23,CL,b056e3da
5,4,405,4.5,5,17,12,2,0,2,1,1,1,0,0,23,CL,b56dd813
3,3,192,2.1,6,8,2,1,0,2,0,0,0,0,0,23,CL,bcb2ccd8
2,2,180,2.0,1,6,5,1,1,0,1,0,0,0,0,23,CL,c1242d4e
2,2,180,2.0,1,7,6,0,1,1,1,0,0,0,0,23,CL,c3e39f12
6,6,540,6.0,15,31,16,0,2,4,0,2,2,0,0,23,CL,cb4f24c6
1,1,90,1.0,2,8,6,1,0,0,0,1,1,0,0,23,CL,cc1c5035
4,4,315,3.5,2,19,16,1,3,0,2,1,0,1,0,23,CL,cd59b9df
8,8,720,8.0,13,41,27,3,1,4,2,4,2,1,1,23,CL,ce17b5eb
1,1,90,1.0,5,13,8,0,0,1,0,0,0,0,0,23,CL,d3dc62d1
8,8,720,8.0,11,45,34,3,2,3,5,3,2,0,1,23,CL,d436eb94
8,8,720,8.0,7,43,37,4,2,2,5,0,0,0,0,23,CL,e9c0c1b2
5,5,450,5.0,19,42,23,0,0,5,0,0,0,0,0,23,CL,eca17cf2
5,5,450,5.0,7,22,15,1,2,2,1,1,1,0,0,23,CL,ee8508c0
5,5,450,5.0,18,42,23,0,0,5,0,3,2,1,0,23,CL,f3a97d02
4,4,360,4.0,12,26,14,0,1,3,0,0,0,0,0,23,CL,f6798fc3
3,3,270,3.0,2,9,7,1,2,0,1,0,0,0,0,23,CL,fcb38f57
6,6,540,6.0,9,30,21,1,3,2,1,0,0,0,0,23,CL,ff74841d
4,4,360,4.0,5,15,10,0,1,3,0,0,0,0,0,18,EL,03de83d9
5,5,450,5.0,11,31,20,1,2,2,1,0,0,0,0,18,EL,0810b6df
8,8,720,8.0,9,29,20,4,2,2,3,2,2,0,0,18,EL,08f5afaa
3,3,270,3.0,8,19,11,0,1,2,0,0,0,0,0,18,EL,0b221abd
13,13,1200,13.3,13,42,29,7,4,2,5,0,0,0,0,18,EL,0be3255b
1,1,90,1.0,1,2,1,1,0,0,0,0,0,0,0,18,EL,0e61c46b
6,6,540,6.0,16,41,26,1,2,3,2,2,2,0,0,18,EL,110a95ca
1,1,90,1.0,0,3,3,0,1,0,1,0,0,0,0,18,EL,136e7649
3,3,270,3.0,4,10,6,1,0,2,1,0,0,0,0,18,EL,1c98558c
7,7,630,7.0,8,17,9,3,2,2,1,2,2,0,0,18,EL,1d2d5cc8
4,4,360,4.0,5,20,15,0,3,1,1,0,0,0,0,18,EL,1e064bfb
1,1,90,1.0,1,5,3,0,1,0,0,1,0,1,0,18,EL,1e29552f
1,1,90,1.0,2,7,5,0,0,1,0,0,0,0,0,18,EL,27d2618c
1,1,90,1.0,0,0,0,0,1,0,1,0,0,0,0,18,EL,27d902c8
6,6,540,6.0,9,29,21,2,0,4,1,0,0,0,0,18,EL,3061e1ec
2,2,180,2.0,2,9,7,0,1,1,0,0,0,0,0,18,EL,314c2af0
5,5,450,5.0,11,23,11,2,0,3,0,2,1,1,0,18,EL,31e3ab68
6,6,540,6.0,10,27,18,1,2,3,1,0,0,0,0,18,EL,3392603d
10,10,900,10.0,13,26,13,7,1,2,3,1,1,0,0,18,EL,339fe0e8
1,1,90,1.0,3,9,6,0,0,1,0,0,0,0,0,18,EL,3470f44e
6,6,540,6.0,8,27,19,2,0,4,1,0,0,0,0,18,EL,3cd9e95a
6,6,540,6.0,9,31,22,2,2,2,2,1,1,0,0,18,EL,42ec696a
5,5,450,5.0,9,21,12,1,1,3,0,0,0,0,0,18,EL,47064058
3,3,270,3.0,7,18,11,0,1,2,0,1,1,0,0,18,EL,4806ec67
3,3,270,3.0,6,14,8,0,1,2,1,1,1,0,0,18,EL,4841ba80
2,2,180,2.0,4,9,5,0,1,1,0,0,0,0,0,18,EL,4d64b28e
3,3,270,3.0,6,14,8,2,0,1,1,1,1,0,0,18,EL,4e034598
1,1,90,1.0,3,2,0,0,0,1,0,0,0,0,0,18,EL,50310821
6,6,540,6.0,6,24,20,1,3,2,1,0,0,0,0,18,EL,53b03dac
6,6,540,6.0,8,18,10,1,1,4,2,1,1,0,0,18,EL,58ad9383
2,2,180,2.0,2,14,12,2,0,0,0,0,0,0,0,18,EL,59f0c185
3,3,270,3.0,4,7,3,2,0,1,1,0,0,0,0,18,EL,5a5d394c
8,8,720,8.0,3,31,28,2,4,2,5,0,0,0,0,18,EL,5e8936be
6,6,540,6.0,11,39,29,1,2,3,0,0,0,0,0,18,EL,5e91ddf8
2,2,180,2.0,7,15,8,0,0,2,0,0,0,0,0,18,EL,5f9970a0
