live_pass,dead_pass,fk_pass,tb_pass,sw_pass,cross_pass,throw_in,ck,ck_in,ck_out,ck_straight,offside_pass,blocked_pass,season,comp,id
126,13,1,0,0,8,12,0,0,0,0,0,2,22,FRA,29c02c9f
82,5,2,0,0,11,2,1,1,0,0,0,4,22,FRA,2a00c6c0
68,16,5,0,0,19,0,9,3,5,0,0,0,22,FRA,2a657da0
661,14,12,1,13,4,2,0,0,0,0,5,8,22,FRA,2acf0cd7
76,1,1,0,0,1,0,0,0,0,0,0,1,22,FRA,2aeb43f1
949,35,17,0,9,11,6,0,0,0,0,2,17,22,FRA,2b1bed19
1154,21,17,3,5,7,4,0,0,0,0,3,7,22,FRA,2b471f99
13,1,0,0,0,0,0,0,0,0,0,0,0,22,FRA,2b5a35e5
207,96,14,0,2,0,0,0,0,0,0,1,0,22,FRA,2c127b6f
663,45,10,5,4,45,7,21,8,2,0,2,20,22,FRA,2d22cea7
296,238,61,1,2,0,0,0,0,0,0,2,0,22,FRA,2d70dbe5
1095,39,35,2,4,5,2,0,0,0,0,1,2,22,FRA,2db2fd7b
266,12,0,3,1,18,8,1,0,0,0,1,14,22,FRA,2f9e4435
302,23,5,0,0,24,17,0,0,0,0,0,8,22,FRA,3010aefb
545,13,1,1,0,26,4,1,0,1,0,0,21,22,FRA,30144daa
1518,346,54,1,10,127,256,36,21,5,0,9,32,22,FRA,30af8b93
1617,35,25,7,21,37,8,2,0,1,0,8,49,22,FRA,31626657
12,1,0,0,0,0,0,0,0,0,0,0,1,22,FRA,316e70c7
886,26,23,1,3,3,3,0,0,0,0,1,11,22,FRA,3189f61a
1453,291,22,3,22,66,269,0,0,0,0,11,34,22,FRA,31a62dc7
529,18,9,1,9,5,5,0,0,0,0,0,3,22,FRA,321a71a7
1471,101,89,0,32,4,9,0,0,0,0,6,26,22,FRA,32c2d95f
45,8,5,0,0,5,1,2,0,1,0,1,1,22,FRA,33508c78
533,66,22,2,3,69,6,37,20,12,0,3,14,22,FRA,34a0f5ff
221,15,1,0,0,30,4,10,6,2,0,0,10,22,FRA,34a88e3e
167,25,0,1,0,4,1,0,0,0,0,1,8,22,FRA,3544641e
780,38,36,1,5,1,2,0,0,0,0,3,3,22,FRA,3681cfff
643,111,19,4,1,111,8,78,27,38,0,5,16,22,FRA,3708e9fa
2431,117,87,4,32,39,25,2,0,0,0,10,34,22,FRA,375622c5
766,61,24,2,2,71,4,29,11,11,0,2,29,22,FRA,37d04e90
213,99,13,0,0,0,0,0,0,0,0,1,0,22,FRA,380a15e2
199,23,1,1,1,10,3,4,3,0,0,1,10,22,FRA,3814b753
39,4,2,0,0,4,0,0,0,0,0,0,0,22,FRA,381d7d54
218,31,2,0,1,7,29,0,0,0,0,2,7,22,FRA,3935e52e
81,12,0,0,1,0,1,0,0,0,0,1,0,22,FRA,397ba086
1633,35,32,0,24,9,3,0,0,0,0,8,8,22,FRA,3befc2b6
633,135,8,0,4,48,127,0,0,0,0,1,17,22,FRA,3c6bbbab
371,117,9,0,1,45,90,18,11,7,0,0,13,22,FRA,3cc4bb19
828,23,11,1,14,4,11,0,0,0,0,1,7,22,FRA,3cd7820a
770,435,107,0,0,0,0,0,0,0,0,2,0,22,FRA,3d214e5f
5,1,0,0,0,0,1,0,0,0,0,0,0,22,FRA,3d738df0
1445,277,34,4,16,64,242,1,0,1,0,6,27,22,FRA,3dd738a1
835,96,39,3,10,70,3,52,16,31,0,2,15,22,FRA,3e092724
123,5,1,0,1,1,0,0,0,0,0,0,5,22,FRA,3eaf8817
656,3,0,1,3,35,3,0,0,0,0,5,30,22,FRA,3ef0fa48
372,213,47,0,4,0,0,0,0,0,0,0,0,22,FRA,3f034750
23,2,2,0,2,0,0,0,0,0,0,0,0,22,FRA,3f3a2cba
380,75,3,0,7,10,72,0,0,0,0,3,9,22,FRA,40221fa7
184,9,0,3,1,3,1,0,0,0,0,0,8,22,FRA,40774c6b
754,45,1,3,3,16,3,0,0,0,0,3,28,22,FRA,42276181
365,8,7,0,0,0,1,0,0,0,0,0,1,22,FRA,42dcf26d
403,17,3,5,5,8,10,1,0,0,0,4,13,22,FRA,42eaa028
1312,115,11,7,16,68,20,47,9,6,1,8,28,22,FRA,42fd9c7f
619,61,7,1,0,12,54,0,0,0,0,1,3,22,FRA,433dc9a2
1044,12,9,8,1,6,2,1,0,1,0,4,5,22,FRA,436a9dd0
130,21,0,1,0,2,0,0,0,0,0,2,3,22,FRA,43b78598
1562,81,56,1,36,15,5,0,0,0,0,7,9,22,FRA,43e7a164
1951,34,30,0,19,2,4,0,0,0,0,1,9,22,FRA,4534a352
880,24,1,5,10,17,2,0,0,0,0,2,16,22,FRA,462475ed
1150,229,11,3,21,69,215,3,0,1,0,2,26,22,FRA,46359159
355,18,4,0,1,35,0,7,2,3,0,0,15,22,FRA,46750e9c
1632,61,56,4,18,3,5,0,0,0,0,2,19,22,FRA,468fdbad
127,4,1,1,0,7,3,0,0,0,0,1,6,22,FRA,46907171
7,0,0,0,0,1,0,0,0,0,0,0,0,22,FRA,469d3d84
2,0,0,0,0,0,0,0,0,0,0,0,0,22,FRA,46a7b605
380,46,2,2,2,7,8,1,0,1,0,0,9,22,FRA,46faabfa
2,0,0,0,0,0,0,0,0,0,0,0,0,22,FRA,4788cb6b
711,26,22,0,3,1,3,0,0,0,0,1,3,22,FRA,47af88b8
316,12,0,0,2,4,0,0,0,0,0,2,5,22,FRA,47c609d5
404,8,8,1,2,6,0,0,0,0,0,0,11,22,FRA,48b28bfd
1373,80,60,5,12,4,20,0,0,0,0,1,18,22,FRA,49070d66
830,117,40,0,25,24,74,0,0,0,0,3,13,22,FRA,49136c42
227,103,6,0,0,7,97,0,0,0,0,2,12,22,FRA,4914ed4a
281,6,5,0,2,0,1,0,0,0,0,0,1,22,FRA,4937a9f7
120,4,4,0,0,1,0,0,0,0,0,0,1,22,FRA,49712367
99,10,1,0,0,3,1,0,0,0,0,0,3,22,FRA,4a987ffa
1,0,0,0,0,0,0,0,0,0,0,0,0,22,FRA,4ade359f
224,5,0,2,2,19,5,0,0,0,0,1,6,22,FRA,4b77bb89
1243,128,27,4,8,69,5,43,15,19,0,5,27,22,FRA,4b96c347
1050,173,21,3,4,40,152,0,0,0,0,0,14,22,FRA,4bf69118
528,132,35,5,9,161,14,83,33,39,0,5,17,22,FRA,4c3a6744
4,1,1,0,0,0,0,0,0,0,0,0,0,22,FRA,4c4ffacc
635,115,16,2,7,23,97,2,0,1,0,5,7,22,FRA,4c5b714f
926,260,10,2,4,77,250,0,0,0,0,4,45,22,FRA,4e0afc5d
269,33,0,0,0,8,0,0,0,0,0,0,5,22,FRA,4e47507a
731,381,93,0,8,0,0,0,0,0,0,2,0,22,FRA,4e7db402
4,0,0,0,0,1,0,0,0,0,0,0,0,22,FRA,4eb0686f
84,5,0,0,1,2,2,0,0,0,0,0,5,22,FRA,4f093689
2020,64,62,6,13,17,2,0,0,0,0,7,24,22,FRA,4f255115
203,15,0,1,0,10,2,0,0,0,0,0,10,22,FRA,5046b7d4
81,3,3,0,1,0,0,0,0,0,0,0,0,22,FRA,5065d67d
2,0,0,0,0,0,0,0,0,0,0,0,0,22,FRA,507d7569
302,74,7,0,1,24,67,0,0,0,0,1,6,22,FRA,50ac8941
931,21,3,5,11,28,2,0,0,0,0,7,20,22,FRA,5148dcc5
565,80,15,0,3,18,65,0,0,0,0,1,13,22,FRA,5167c97e
392,10,9,0,4,1,1,0,0,0,0,2,5,22,FRA,51b41c5c
1327,68,42,5,25,49,2,24,14,10,0,6,16,22,FRA,51c30111
1153,56,14,0,5,5,41,0,0,0,0,0,6,22,FRA,51dbeea9
1348,522,46,4,8,348,291,185,59,95,0,13,36,22,FRA,5219ab4a
1773,13,9,2,22,41,4,0,0,0,0,0,19,22,FRA,5313ed43
90,13,1,0,1,2,12,0,0,0,0,0,7,22,FRA,5314e067
39,6,1,0,0,0,5,0,0,0,0,0,1,22,FRA,53f6306f
73,5,5,0,1,0,0,0,0,0,0,0,2,22,FRA,5413ef36
408,6,6,0,3,12,0,0,0,0,0,2,8,22,FRA,542cc80f
378,7,7,0,3,2,0,0,0,0,0,0,3,22,FRA,546bb36e
861,27,23,0,15,6,2,1,0,1,0,0,5,22,FRA,54d51e22
1125,28,24,1,5,0,4,0,0,0,0,3,14,22,FRA,562a4799
17,1,0,0,0,0,0,0,0,0,0,0,1,22,FRA,5630a6e0
27,1,1,0,1,0,0,0,0,0,0,0,0,22,FRA,574aa9ec
89,6,0,1,0,9,3,2,2,0,0,1,7,22,FRA,57a46f3f
860,400,115,1,0,0,0,0,0,0,0,6,2,22,FRA,58ad9383
1421,243,64,20,20,236,19,139,64,62,0,11,26,22,FRA,58ae47b2
758,35,12,6,2,35,8,15,4,8,0,5,19,22,FRA,59948ef7
5,0,0,0,0,0,0,0,0,0,0,0,1,22,FRA,59d93937
1183,90,39,0,25,17,51,0,0,0,0,0,12,22,FRA,5b146df3
708,12,7,7,6,46,1,4,2,0,0,2,23,22,FRA,5b1bf5e3
4,0,0,0,0,0,0,0,0,0,0,0,0,22,FRA,5b3cfa12
149,18,0,0,0,0,0,1,0,0,0,0,5,22,FRA,5b479568
367,25,1,1,2,4,0,0,0,0,0,1,13,22,FRA,5b92d896
1628,45,34,0,4,0,11,0,0,0,0,0,17,22,FRA,5b9512c5
17,0,0,0,0,2,0,0,0,0,0,0,1,22,FRA,5c42e7ce
36,7,1,0,0,5,5,1,1,0,0,0,3,22,FRA,5c61496e
5,2,0,0,0,0,2,0,0,0,0,0,0,22,FRA,5c7895a0
32,0,0,0,0,0,0,0,0,0,0,0,0,22,FRA,5c9ac7f0
498,25,24,4,2,2,1,0,0,0,0,2,6,22,FRA,5cdddffa
916,21,1,6,10,51,17,0,0,0,0,4,28,22,FRA,5ceba7fc
976,175,16,0,2,47,159,0,0,0,0,4,28,22,FRA,5d0e0a1f
1083,412,60,1,15,218,290,62,1,53,2,3,28,22,FRA,5d8d7454
295,27,3,0,3,21,7,0,0,0,0,2,10,22,FRA,5e080f73
1525,23,18,2,21,15,5,0,0,0,0,3,17,22,FRA,5e22e2a4
2084,83,38,6,15,49,24,14,4,3,0,11,47,22,FRA,5ea8ef20
234,220,52,0,0,0,0,0,0,0,0,1,0,22,FRA,5ee6e943
889,23,12,0,6,6,11,0,0,0,0,2,11,22,FRA,5f011e05
6,1,1,0,0,0,0,0,0,0,0,0,0,22,FRA,5f0241b2
895,34,30,0,17,0,4,0,0,0,0,0,8,22,FRA,5f26e0c5
694,135,35,2,5,207,19,81,42,30,1,0,32,22,FRA,5f3eaaf5
1418,37,29,1,7,2,2,0,0,0,0,6,6,22,FRA,6043997c
26,1,0,0,0,0,1,0,0,0,0,0,0,22,FRA,60740e70
263,7,1,1,1,6,1,3,0,3,0,2,5,22,FRA,60f58477
974,75,20,3,22,37,12,1,0,0,0,7,29,22,FRA,6191093d
513,225,71,0,1,0,0,0,0,0,0,0,0,22,FRA,62124972
64,8,5,0,2,1,3,0,0,0,0,0,0,22,FRA,62e02107
403,34,11,0,2,8,23,0,0,0,0,0,10,22,FRA,6388e356
352,10,10,2,3,1,0,0,0,0,0,0,2,22,FRA,639ca1cf
312,36,3,4,4,38,4,29,14,7,0,1,8,22,FRA,6421ec64
4,0,0,0,0,0,0,0,0,0,0,0,0,22,FRA,642f9f79
384,12,5,7,6,16,1,5,4,1,0,4,10,22,FRA,645a3363
32,3,1,0,0,2,0,1,1,0,0,0,1,22,FRA,6481421d
1130,296,17,1,6,38,279,0,0,0,0,2,34,22,FRA,64ba07c0
612,9,9,0,19,4,0,0,0,0,0,1,14,22,FRA,64c14d49
613,10,2,13,3,21,3,0,0,0,0,6,25,22,FRA,64f69877
78,2,0,0,0,9,1,0,0,0,0,0,7,22,FRA,654f49ca
366,8,4,0,7,8,2,2,0,1,0,1,8,22,FRA,65bbfba3
346,13,1,3,2,9,2,0,0,0,0,1,15,22,FRA,6605d143
259,141,31,0,1,0,0,0,0,0,0,2,0,22,FRA,667b65da
8,0,0,0,0,0,0,0,0,0,0,0,0,22,FRA,6690ef25
2,0,0,0,0,0,0,0,0,0,0,0,0,22,FRA,6751b938
6,0,0,0,0,0,0,0,0,0,0,0,0,22,FRA,6763f716
242,8,8,0,1,2,0,0,0,0,0,1,4,22,FRA,677ee102
1635,79,56,4,36,8,5,3,2,1,0,5,26,22,FRA,68a26d51
1207,97,26,20,9,64,19,50,28,6,0,10,25,22,FRA,69384e5d
1474,37,35,2,5,2,2,0,0,0,0,5,5,22,FRA,6993927b
8,1,0,0,0,1,1,0,0,0,0,0,0,22,FRA,6a04bb7c
34,1,0,0,0,1,0,0,0,0,0,0,1,22,FRA,6a2b9aee
617,120,8,4,2,54,111,1,0,0,0,1,17,22,FRA,6a827d8e
1008,279,6,0,5,84,272,1,0,1,0,9,23,22,FRA,6b2c894b
810,72,66,0,3,1,4,0,0,0,0,0,6,22,FRA,6ba71da5
1343,264,98,11,56,199,31,108,36,48,2,10,42,22,FRA,6bde367b
2,0,0,0,0,0,0,0,0,0,0,0,0,22,FRA,6d075c67
61,0,0,0,2,0,0,0,0,0,0,0,1,22,FRA,6d0fe035
471,6,5,1,6,0,1,0,0,0,0,0,0,22,FRA,6de23ab0
1814,57,51,0,7,1,5,0,0,0,0,4,10,22,FRA,6e33125f
2161,99,68,2,21,5,26,0,0,0,0,2,22,22,FRA,6f5ec8bb
1098,128,32,4,24,102,12,75,27,26,2,6,18,22,FRA,6f806d99
7,0,0,0,0,0,0,0,0,0,0,0,1,22,FRA,706a60e1
929,187,13,0,2,25,174,0,0,0,0,3,22,22,FRA,70c52749
225,17,5,1,1,20,1,11,4,3,0,0,6,22,FRA,7120a04d
958,11,6,2,14,3,5,0,0,0,0,2,14,22,FRA,7155e3e1
1355,35,25,2,7,2,9,1,0,0,0,4,13,22,FRA,72c812f3
94,9,1,0,0,9,3,5,2,3,0,0,3,22,FRA,741418c3
31,10,4,0,1,10,2,4,0,4,0,0,2,22,FRA,743fd71f
1250,200,51,4,11,176,11,102,61,30,0,9,26,22,FRA,745ca0a3
29,4,1,0,0,0,0,0,0,0,0,0,0,22,FRA,74733221
134,18,3,1,0,7,1,6,0,6,0,1,1,22,FRA,74dc806c
20,9,1,0,0,1,8,0,0,0,0,0,0,22,FRA,75186a6a
138,8,4,0,0,11,0,4,0,4,0,1,12,22,FRA,7587446d
242,11,1,0,0,5,2,0,0,0,0,0,8,22,FRA,75a63397
222,51,5,0,5,38,42,4,1,2,0,2,8,22,FRA,767212e6
306,11,9,0,0,0,2,0,0,0,0,0,3,22,FRA,76a4233b
1101,34,25,0,6,6,9,0,0,0,0,4,6,22,FRA,779847d6
1248,36,32,2,12,20,3,1,0,1,0,5,16,22,FRA,7909ffa4
212,2,2,3,0,6,0,0,0,0,0,3,8,22,FRA,792a9d41
329,50,18,1,0,40,1,31,15,6,0,2,7,22,FRA,796b1c41
139,5,0,2,0,3,3,0,0,0,0,2,2,22,FRA,79ab7593
501,60,8,0,8,17,43,7,5,1,0,2,14,22,FRA,79b2399c
1147,54,8,4,37,48,16,1,0,0,0,5,29,22,FRA,7a42d0df
2,0,0,0,0,0,0,0,0,0,0,0,0,22,FRA,7a72e960
568,137,12,1,12,30,125,0,0,0,0,4,15,22,FRA,7b082ec2
532,66,8,1,1,83,12,35,16,15,0,2,26,22,FRA,7b9a9e25
69,5,3,0,1,0,2,0,0,0,0,0,0,22,FRA,7b9c2d84
794,25,25,0,4,0,0,0,0,0,0,0,3,22,FRA,7c3ed041
448,36,33,0,8,0,3,0,0,0,0,1,8,22,FRA,7cab69b5
84,9,0,0,1,4,1,0,0,0,0,0,4,22,FRA,7cc00776
707,48,2,4,4,37,1,0,0,0,0,5,26,22,FRA,7cdda3bf
159,4,0,1,3,7,2,0,0,0,0,1,3,22,FRA,7d08063d
16,1,0,0,0,2,0,1,0,1,0,0,0,22,FRA,7d937aa1
1095,37,33,3,4,10,4,0,0,0,0,2,15,22,FRA,7d9397f8
100,16,1,0,1,10,13,2,2,0,0,0,5,22,FRA,7d9b37bf
14,0,0,0,0,2,0,0,0,0,0,0,0,22,FRA,7d9f3d69
1063,107,32,2,9,105,14,59,23,21,0,9,23,22,FRA,7e82a78f
781,96,16,0,7,7,80,0,0,0,0,0,5,22,FRA,7ef972c3
33,2,2,0,0,1,0,0,0,0,0,0,0,22,FRA,7f622eef
138,45,3,0,0,10,42,0,0,0,0,0,6,22,FRA,7fecbcdb
35,3,0,0,0,1,0,0,0,0,0,0,2,22,FRA,7ffaf233
84,11,2,1,0,18,0,9,5,3,0,0,2,22,FRA,80556f08
106,0,0,0,0,3,0,0,0,0,0,0,6,22,FRA,8104e41e
1,0,0,0,0,0,0,0,0,0,0,0,0,22,FRA,810edef9
7,0,0,0,0,0,0,0,0,0,0,0,1,22,FRA,8197a269
33,0,0,0,0,2,0,0,0,0,0,0,2,22,FRA,81ac108d
1152,23,21,19,16,6,1,1,0,0,0,12,20,22,FRA,822d51d7
1678,21,17,1,3,14,4,0,0,0,0,2,29,22,FRA,82464ce3
1277,84,68,11,23,28,4,12,8,2,0,6,11,22,FRA,82518f62
615,5,4,4,4,1,1,0,0,0,0,3,15,22,FRA,828657ff
25,1,0,0,1,6,0,1,1,0,0,0,0,22,FRA,829aa60c
876,31,9,3,6,19,20,0,0,0,0,2,13,22,FRA,83299cc0
910,243,11,3,3,111,231,1,0,0,0,3,35,22,FRA,8332db56
659,298,59,0,3,0,0,0,0,0,0,3,0,22,FRA,834b5c4c
1184,93,53,4,37,43,7,23,10,10,0,3,23,22,FRA,84d94b91
343,33,0,2,2,5,5,0,0,0,0,1,12,22,FRA,85613cf0
1397,102,19,1,11,33,77,0,0,0,0,3,38,22,FRA,8577e60a
159,16,0,0,1,5,1,0,0,0,0,2,4,22,FRA,86383d0e
2440,187,132,5,56,61,12,39,15,18,1,8,32,22,FRA,868eaba0
1535,17,17,5,12,7,0,0,0,0,0,7,12,22,FRA,86a2ba20
1514,64,57,1,5,0,3,0,0,0,0,1,3,22,FRA,87935cf3
258,53,1,1,4,31,50,1,0,0,0,1,9,22,FRA,87e9c7cd
1231,92,32,1,9,22,56,4,0,0,0,3,23,22,FRA,8827bf46
419,104,4,0,5,26,99,0,0,0,0,2,11,22,FRA,8846a40f
295,5,0,0,0,43,0,1,1,0,0,0,14,22,FRA,88c4d190
2368,73,64,5,17,9,9,0,0,0,0,5,19,22,FRA,88f130ed
5,0,0,0,0,1,0,0,0,0,0,0,1,22,FRA,890bc029
702,332,72,0,2,0,0,0,0,0,0,2,0,22,FRA,8a2248b4
111,22,1,0,1,1,0,0,0,0,0,0,6,22,FRA,8a53d24b
241,55,14,0,1,21,38,3,2,1,0,1,5,22,FRA,8bbe2df5
955,38,30,0,10,5,0,1,0,1,0,3,20,22,FRA,8bc8829a
16,0,0,0,0,0,0,0,0,0,0,0,0,22,FRA,8ca9415f
504,19,15,0,13,1,4,0,0,0,0,2,3,22,FRA,8dbff17c
49,2,0,0,1,1,0,0,0,0,0,1,2,22,FRA,8e697a8f
540,26,4,2,1,48,13,1,0,0,0,0,26,22,FRA,8eec784d
220,6,6,0,1,1,0,0,0,0,0,0,6,22,FRA,8eef18aa
1247,129,22,0,5,24,106,0,0,0,0,1,14,22,FRA,8f325097
377,32,13,4,0,41,4,15,12,3,0,2,11,22,FRA,8f7e6783
1526,21,17,3,11,0,4,0,0,0,0,1,6,22,FRA,8fd9996f
96,26,0,0,0,13,26,0,0,0,0,0,4,22,FRA,9004f318
906,166,18,1,12,64,146,2,2,0,0,4,22,22,FRA,90eb507d
2014,79,70,1,34,6,7,0,0,0,0,4,15,22,FRA,90f87966
222,6,3,0,2,10,2,0,0,0,0,4,8,22,FRA,90fcf472
63,8,0,0,1,3,2,0,0,0,0,0,1,22,FRA,91f2da4c
154,11,5,0,4,9,0,6,4,1,0,1,4,22,FRA,9226aa22
275,18,1,1,3,1,1,0,0,0,0,1,5,22,FRA,923f4dda
430,9,9,0,5,0,0,0,0,0,0,0,2,22,FRA,9260926b
94,2,1,0,0,1,0,0,0,0,0,0,3,22,FRA,928a4a61
500,45,14,4,3,43,4,25,19,1,0,7,7,22,FRA,92b56413
92,4,2,0,1,2,0,2,1,0,0,0,0,22,FRA,93b8f9f4
630,54,2,8,1,14,2,0,0,0,0,4,12,22,FRA,942b4f90
0,0,0,0,0,0,0,0,0,0,0,0,0,22,FRA,94b442c0
1775,40,35,0,21,1,5,0,0,0,0,5,4,22,FRA,94f8d10c
66,6,0,0,0,0,6,0,0,0,0,0,0,22,FRA,95192fe4
214,1,1,0,1,2,0,0,0,0,0,0,4,22,FRA,95bb6ddc
70,4,0,0,0,7,1,0,0,0,0,0,5,22,FRA,96f4ebc0
2,1,0,0,0,0,0,0,0,0,0,0,0,22,FRA,96fcd380
2971,95,77,0,12,4,18,0,0,0,0,2,19,22,FRA,972aeb2a
19,1,1,0,0,2,0,0,0,0,0,0,1,22,FRA,9744ff80
12,2,0,0,0,0,0,0,0,0,0,0,0,22,FRA,97bfa797
133,3,0,1,0,6,0,0,0,0,0,1,5,22,FRA,9836e892
178,11,0,0,0,3,1,0,0,0,0,2,4,22,FRA,9980269a
715,15,15,5,9,1,0,0,0,0,0,3,12,22,FRA,999ceb5f
6,0,0,0,0,0,0,0,0,0,0,0,0,22,FRA,9af3613f
9,1,1,0,0,0,0,0,0,0,0,0,0,22,FRA,9b5237b1
1488,91,29,16,10,31,33,11,4,1,1,7,44,22,FRA,9b6f7fd5
1017,68,30,1,5,16,38,0,0,0,0,1,13,22,FRA,9ba7b4fa
659,127,8,0,2,54,118,1,0,0,0,4,17,22,FRA,9bdd8118
1414,52,47,1,9,3,0,0,0,0,0,6,15,22,FRA,9c221d14
23,0,0,0,0,0,0,0,0,0,0,0,1,22,FRA,9c2b1f11
181,26,7,0,0,49,7,12,2,8,0,3,13,22,FRA,9d5dcc23
894,185,5,0,2,69,180,0,0,0,0,4,26,22,FRA,9daeac61
33,2,0,1,0,0,0,1,0,0,0,0,0,22,FRA,9ddf7fae
293,98,28,0,1,0,0,0,0,0,0,0,0,22,FRA,9e17ccff
346,57,2,1,4,39,55,0,0,0,0,1,10,22,FRA,9f0f4b49
67,7,0,0,0,3,0,0,0,0,0,0,4,22,FRA,9f1c2822
521,73,10,0,4,19,63,0,0,0,0,2,16,22,FRA,9f29c204
55,2,2,0,1,0,0,0,0,0,0,0,3,22,FRA,9f90c06b
755,146,10,1,4,82,128,8,6,0,0,7,26,22,FRA,a0415710
659,89,23,5,16,71,21,37,8,24,0,12,23,22,FRA,a0791826
80,1,0,0,0,4,0,0,0,0,0,0,5,22,FRA,a0d55a09
1219,30,21,4,19,9,9,0,0,0,0,4,18,22,FRA,a0f9b535
1164,15,15,2,11,3,0,0,0,0,0,6,19,22,FRA,a17a94d6
561,12,2,0,0,60,9,1,0,0,0,3,39,22,FRA,a1dbfcb1
354,71,5,3,1,32,2,7,2,5,0,1,14,22,FRA,a2d873dd
9,2,0,0,0,1,1,0,0,0,0,0,0,22,FRA,a30cb0d4
34,4,2,0,0,4,1,1,1,0,0,0,1,22,FRA,a3c8b4d3
478,11,10,0,4,1,1,0,0,0,0,1,4,22,FRA,a3e1d20d
21,9,2,0,0,0,0,0,0,0,0,0,0,22,FRA,a4527d33
1850,308,33,2,7,81,275,0,0,0,0,6,32,22,FRA,a4b1028a
1759,212,40,0,14,24,172,0,0,0,0,4,17,22,FRA,a5549ec1
1379,64,23,13,10,21,15,10,6,0,0,3,29,22,FRA,a5db0bec
345,4,1,1,11,28,1,1,0,1,0,1,11,22,FRA,a62f8bf1
22,3,0,0,0,3,2,1,0,0,0,0,0,22,FRA,a634b9d2
17,0,0,0,0,0,0,0,0,0,0,0,1,22,FRA,a671316d
1175,39,37,0,9,0,2,0,0,0,0,2,9,22,FRA,a6b6fa6e
169,44,1,0,1,13,43,0,0,0,0,0,4,22,FRA,a84f9a4b
763,53,20,3,6,64,1,32,16,14,0,4,17,22,FRA,a99138af
84,22,0,0,0,2,0,0,0,0,0,0,2,22,FRA,a99da9ec
930,111,25,6,5,98,6,63,32,21,1,3,37,22,FRA,aad56ca3
1360,224,55,2,8,38,169,0,0,0,0,5,27,22,FRA,ab096c6f
7,0,0,0,0,0,0,0,0,0,0,0,0,22,FRA,abd56820
8,2,0,0,0,0,0,0,0,0,0,0,0,22,FRA,ad513a6b
1733,35,32,2,13,1,3,0,0,0,0,5,11,22,FRA,ad82197c
5,0,0,0,0,0,0,0,0,0,0,0,0,22,FRA,ae5b93a0
355,243,76,0,3,0,0,0,0,0,0,2,0,22,FRA,ae7d0ecd
2169,85,55,0,11,2,25,1,0,0,0,0,8,22,FRA,aef6e670
25,1,1,0,0,0,0,0,0,0,0,0,0,22,FRA,aefa3050
690,15,11,1,6,6,4,0,0,0,0,4,15,22,FRA,af0c835b
771,348,68,0,5,0,0,0,0,0,0,2,1,22,FRA,afb0c500
16,0,0,0,0,0,0,0,0,0,0,0,0,22,FRA,afe39ca8
586,18,17,0,2,1,1,0,0,0,0,0,6,22,FRA,b003239d
300,81,4,0,0,21,77,0,0,0,0,2,13,22,FRA,b026bbf6
522,75,18,2,6,76,1,37,10,24,0,3,16,22,FRA,b0547a87
865,147,47,13,11,108,8,83,25,30,2,4,25,22,FRA,b0c71810
170,6,0,0,3,4,0,0,0,0,0,2,9,22,FRA,b229aa13
1344,174,23,2,6,11,151,0,0,0,0,1,24,22,FRA,b2336681
1003,139,33,3,4,115,37,69,27,33,0,6,37,22,FRA,b2bd0f6c
219,42,3,2,4,27,11,25,13,7,0,1,5,22,FRA,b34c63a5
207,49,1,0,2,18,48,0,0,0,0,0,8,22,FRA,b3f8bdef
1046,25,20,8,16,18,5,0,0,0,0,8,12,22,FRA,b5bb8188
22,0,0,0,0,1,0,0,0,0,0,0,0,22,FRA,b625b241
1704,58,57,0,1,5,1,0,0,0,0,4,21,22,FRA,b666421b
69,6,0,0,1,0,0,0,0,0,0,1,3,22,FRA,b73f17f8
26,1,1,0,0,0,0,0,0,0,0,0,0,22,FRA,b85e57bb
107,11,2,2,1,19,3,6,1,5,0,2,4,22,FRA,b8d22478
550,61,18,1,18,68,3,38,14,14,0,3,14,22,FRA,b94b8be1
305,148,28,0,0,0,0,0,0,0,0,3,0,22,FRA,b98cea65
2,0,0,0,0,0,0,0,0,0,0,0,0,22,FRA,bbdb2789
17,3,2,0,0,2,0,1,1,0,0,0,0,22,FRA,bbdd999a
4,1,0,0,0,0,0,0,0,0,0,0,0,22,FRA,bc0bfc64
649,199,17,1,4,35,182,0,0,0,0,5,14,22,FRA,bc7b4580
2,0,0,0,0,0,0,0,0,0,0,0,0,22,FRA,bce37ac0
127,58,14,0,1,0,0,0,0,0,0,1,0,22,FRA,be13e5a8
29,1,0,0,1,1,0,0,0,0,0,1,1,22,FRA,be47b750
630,44,3,1,5,48,34,0,0,0,0,1,30,22,FRA,beae3a73
37,3,1,1,0,3,2,0,0,0,0,0,0,22,FRA,beb391dd
130,11,0,0,0,1,0,0,0,0,0,0,3,22,FRA,bec3d251
12,0,0,0,0,0,0,0,0,0,0,0,0,22,FRA,bef0a7ac
440,48,3,2,1,17,6,0,0,0,0,0,11,22,FRA,bf4c41f9
802,200,6,1,4,111,193,1,1,0,0,4,40,22,FRA,c066d1a5
530,14,0,0,0,31,5,0,0,0,0,3,22,22,FRA,c0b3669f
781,171,21,0,2,20,150,0,0,0,0,9,13,22,FRA,c20bdcd7
323,161,50,0,2,0,0,0,0,0,0,0,0,22,FRA,c252c705
1539,64,38,0,22,10,26,0,0,0,0,4,16,22,FRA,c26a3918
54,3,1,1,0,5,1,1,0,1,0,0,3,22,FRA,c2e5f306
1226,118,59,1,15,11,59,0,0,0,0,3,21,22,FRA,c3725db2
